# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* EJFNJEFF_00001      K03495  294.00 1004.1  4.8e-303 tRNA uridine 5-carboxymethylaminomethyl modification enzyme
  EJFNJEFF_01657      K00382  469.67   58.5   4.2e-17 dihydrolipoamide dehydrogenase [EC:1.8.1.4]
  EJFNJEFF_01657      K18249  628.83   55.4   4.6e-16 anthranilate 1,2-dioxygenase ferredoxin reductase component [EC:1.18.1.-]
  EJFNJEFF_01657      K21738  558.60   54.1   9.3e-16 rubredoxin---NAD+ reductase [EC:1.18.1.1]
  EJFNJEFF_01657      K21739  458.30   49.1   3.8e-14 probable pyridine nucleotide-disulfide oxidoreductase
  EJFNJEFF_01657      K18227  501.73   47.7   9.3e-14 p-cumate 2,3-dioxygenase ferredoxin reductase component [EC:1.18.1.3]
  EJFNJEFF_01657      K18359  595.37   47.3   1.4e-13 phenylglyoxylate dehydrogenase epsilon subunit [EC:1.2.1.58]
  EJFNJEFF_01657      K10797  673.07   46.6   1.5e-13 2-enoate reductase [EC:1.3.1.31]
  EJFNJEFF_01657      K00322  430.37   41.8   4.7e-12 NAD(P) transhydrogenase [EC:1.6.1.1]
  EJFNJEFF_01657      K23076  828.33   41.6     7e-12 glutathione amide reductase [EC:1.8.1.16]
  EJFNJEFF_01657      K17883  435.20   41.4   6.8e-12 mycothione reductase [EC:1.8.1.15]
  EJFNJEFF_01657      K00383  559.57   41.2   6.9e-12 glutathione reductase (NADPH) [EC:1.8.1.7]
  EJFNJEFF_01657      K23842  539.43   37.4   1.4e-10 NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]
  EJFNJEFF_01657      K17722  456.73   36.5   2.4e-10 dihydropyrimidine dehydrogenase (NAD+) subunit PreT [EC:1.3.1.1]
  EJFNJEFF_01657      K18088  681.40   33.7   1.7e-09 biphenyl 2,3-dioxygenase ferredoxin reductase component [EC:1.18.1.3]
  EJFNJEFF_01657      K21567  367.73   33.5   2.4e-09 ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1]
  EJFNJEFF_01657      K10215  498.47   31.5   6.4e-09 monooxygenase [EC:1.14.13.-]
  EJFNJEFF_01657      K00520  467.17   30.0   1.4e-08 mercuric reductase [EC:1.16.1.1]
  EJFNJEFF_01657      K00480  312.93   29.8   2.5e-08 salicylate hydroxylase [EC:1.14.13.1]
  EJFNJEFF_01657      K17830  252.87   29.6   2.7e-08 digeranylgeranylglycerophospholipid reductase [EC:1.3.1.101 1.3.7.11]
  EJFNJEFF_01657      K06443  119.53   27.4   1.4e-07 lycopene beta-cyclase [EC:5.5.1.19]
  EJFNJEFF_01657      K00384  320.57   27.0     2e-07 thioredoxin reductase (NADPH) [EC:1.8.1.9]
  EJFNJEFF_01657      K21061  265.07   26.5   2.5e-07 D-hydroxyproline dehydrogenase subunit beta [EC:1.5.99.-]
  EJFNJEFF_01657      K03185  415.73   26.3   2.6e-07 2-octaprenyl-6-methoxyphenol hydroxylase [EC:1.14.13.-]
  EJFNJEFF_01657      K19746  265.43   26.0   5.9e-07 D-arginine dehydrogenase [EC:1.4.99.6]
  EJFNJEFF_01657      K14520  602.60   25.4   3.8e-07 4-hydroxyacetophenone monooxygenase [EC:1.14.13.84]
  EJFNJEFF_01657      K05906  125.63   23.5   1.7e-06 prenylcysteine oxidase / farnesylcysteine lyase [EC:1.8.3.5 1.8.3.6]
  EJFNJEFF_01657      K00266  511.93   23.4     2e-06 glutamate synthase (NADPH) small chain [EC:1.4.1.13]
  EJFNJEFF_01657      K17869  792.97   23.3   1.9e-06 NADH oxidase (H2O-forming) [EC:1.6.3.4]
  EJFNJEFF_01657      K00306  306.10   23.1   2.1e-06 sarcosine oxidase / L-pipecolate oxidase [EC:1.5.3.1 1.5.3.7]
  EJFNJEFF_01657      K03153  264.43   21.9   9.1e-06 glycine oxidase [EC:1.4.3.19]
  EJFNJEFF_01657      K15022  606.33   21.6   6.1e-06 formate dehydrogenase (NADP+) beta subunit [EC:1.17.1.10]
  EJFNJEFF_01657      K18166  354.80   21.6   7.2e-06 FAD-dependent oxidoreductase domain-containing protein 1
  EJFNJEFF_01657      K18090  857.17   20.7     2e-05 benzene/toluene/chlorobenzene dioxygenase ferredoxin reductase component [EC:1.18.1.3 1.18.1.-]
  EJFNJEFF_01657      K00303  309.40   20.1     2e-05 sarcosine oxidase, subunit beta [EC:1.5.3.1]
  EJFNJEFF_01657      K03423  744.60   19.8   2.8e-05 bis-gamma-glutamylcystine reductase [EC:1.8.1.13]
  EJFNJEFF_01657      K03379  564.33   19.5   3.4e-05 cyclohexanone monooxygenase [EC:1.14.13.22]
  EJFNJEFF_01657      K15745  569.57   19.3   3.1e-05 phytoene desaturase (3,4-didehydrolycopene-forming) [EC:1.3.99.30]
  EJFNJEFF_01657      K18800  456.00   19.2   3.2e-05 2-polyprenylphenol 6-hydroxylase [EC:1.14.13.240]
  EJFNJEFF_01657      K22364  797.07   19.0   3.2e-05 2-oxopropyl-CoM reductase (carboxylating) [EC:1.8.1.5]
  EJFNJEFF_01657      K21401  224.47   18.8   6.7e-05 menaquinone-9 beta-reductase [EC:1.3.99.38]
  EJFNJEFF_01657      K18559  795.57   18.6   6.6e-05 NADH-dependent fumarate reductase subunit D
  EJFNJEFF_01657      K18071  579.37   16.7   0.00023 2-methyl-3-hydroxypyridine 5-carboxylic acid dioxygenase [EC:1.14.13.242]
  EJFNJEFF_01657      K00301  373.27   16.7   0.00025 sarcosine oxidase [EC:1.5.3.1]
  EJFNJEFF_01657      K00219  581.60   16.2    0.0002 2,4-dienoyl-CoA reductase (NADPH2) [EC:1.3.1.34]
  EJFNJEFF_01657      K22549  446.50   16.2   0.00028 D-hydroxyproline dehydrogenase subunit alpha [EC:1.5.99.-]
  EJFNJEFF_01657      K14672  528.47   16.1   0.00034 putative polyketide hydroxylase
  EJFNJEFF_01657      K00077   76.37   16.0   0.00047 2-dehydropantoate 2-reductase [EC:1.1.1.169]
  EJFNJEFF_01657      K07137  105.40   15.6   0.00042 uncharacterized protein
  EJFNJEFF_01657      K12527  594.47   15.6   0.00023 putative selenate reductase [EC:1.97.1.9]
  EJFNJEFF_01657      K14266   82.37   15.1   0.00053 tryptophan 7-halogenase [EC:1.14.19.9]
  EJFNJEFF_01657      K00207  417.00   14.8    0.0005 dihydropyrimidine dehydrogenase (NADP+) [EC:1.3.1.2]
  EJFNJEFF_01657      K04940  210.63   14.5    0.0013 opine dehydrogenase [EC:1.5.1.28]
  EJFNJEFF_01657      K00111  152.47   14.0    0.0013 glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]
  EJFNJEFF_01657      K03388  667.43   14.0   0.00095 heterodisulfide reductase subunit A2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]
  EJFNJEFF_01657      K22879  195.83   13.9   0.00099 FAD-dependent urate hydroxylase [EC:1.14.13.113]
  EJFNJEFF_01657      K22567       -   13.7     0.002 rubredoxin---NAD+ reductase [EC:1.18.1.1]
  EJFNJEFF_01657      K00315  790.30   13.6   0.00099 dimethylglycine dehydrogenase [EC:1.5.8.4]
  EJFNJEFF_01657      K00485  255.03   13.5    0.0015 dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]
  EJFNJEFF_01657      K09471  286.77   13.5    0.0017 gamma-glutamylputrescine oxidase [EC:1.4.3.-]
  EJFNJEFF_01657      K00311  271.60   13.0    0.0024 electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1]
  EJFNJEFF_01657      K00466  406.50   12.9    0.0026 tryptophan 2-monooxygenase [EC:1.13.12.3]
  EJFNJEFF_01657      K14257  303.20   12.6    0.0042 tetracycline 7-halogenase / FADH2 O2-dependent halogenase [EC:1.14.19.49 1.14.19.-]
  EJFNJEFF_01657      K00109  415.47   12.6    0.0047 2-hydroxyglutarate dehydrogenase [EC:1.1.99.2]
  EJFNJEFF_01657      K22694  775.47   12.5    0.0045 tryptophan 6-halogenase [EC:1.14.19.59]
  EJFNJEFF_01657      K07222  281.03   12.3    0.0049 putative flavoprotein involved in K+ transport
  EJFNJEFF_01657      K03499  130.60   12.3    0.0076 trk system potassium uptake protein
  EJFNJEFF_01657      K21833  739.10   12.0     0.004 dimethylglycine catabolism A
  EJFNJEFF_01657      K00285  271.80   11.9    0.0061 D-amino-acid dehydrogenase [EC:1.4.5.1]
  EJFNJEFF_01657      K16839  320.60   11.9    0.0087 FAD-dependent urate hydroxylase [EC:1.14.13.113]
  EJFNJEFF_01657      K20943  912.17   11.8    0.0054 resorcinol 4-hydroxylase (NADPH) [EC:1.14.13.219]
  EJFNJEFF_01657      K03279  281.00   11.7     0.011 UDP-glucose:(galactosyl)LPS alpha-1,2-glucosyltransferase [EC:2.4.1.58]
  EJFNJEFF_01657      K21795 1168.03   11.4    0.0058 phenylalanine 2-monooxygenase [EC:1.13.12.9]
  EJFNJEFF_01657      K15873 1525.10   11.4    0.0074 7beta-hydroxy-3-oxochol-24-oyl-CoA 4-desaturase [EC:1.3.1.116]
  EJFNJEFF_01657      K22084  616.00   10.9     0.016 methylglutamate dehydrogenase subunit A [EC:1.5.99.5]
  EJFNJEFF_01657      K22270  440.70   10.8     0.015 3-hydroxybenzoate 6-monooxygenase [EC:1.14.13.24]
  EJFNJEFF_01657      K22345  575.67   10.8     0.016 glucosaminate ammonia-lyase [EC:4.3.1.9]
  EJFNJEFF_01657      K00317  741.73   10.7    0.0088 dimethylamine/trimethylamine dehydrogenase [EC:1.5.8.1 1.5.8.2]
  EJFNJEFF_01657      K02293  508.40   10.7    0.0099 15-cis-phytoene desaturase [EC:1.3.5.5]
  EJFNJEFF_01657      K21267  611.23   10.2     0.022 rifampicin monooxygenase [EC:1.14.13.211]
  EJFNJEFF_01657      K22699  262.43   10.1     0.035 sulfide-dependent adenosine diphosphate thiazole synthase [EC:2.4.2.59]
  EJFNJEFF_01657      K05712  374.77    9.9     0.021 3-(3-hydroxy-phenyl)propionate hydroxylase [EC:1.14.13.127]
  EJFNJEFF_01657      K00394  351.50    9.7     0.024 adenylylsulfate reductase, subunit A [EC:1.8.99.2]
  EJFNJEFF_01657      K00231  141.70    9.4     0.039 protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]
  EJFNJEFF_01657      K14974  460.30    9.2     0.045 6-hydroxynicotinate 3-monooxygenase [EC:1.14.13.114]
  EJFNJEFF_01657      K15736  560.50    8.2     0.078 (S)-2-hydroxyglutarate dehydrogenase [EC:1.1.5.13]
  EJFNJEFF_01657      K10027  522.20    8.1     0.095 phytoene desaturase [EC:1.3.99.26 1.3.99.28 1.3.99.29 1.3.99.31]
  EJFNJEFF_01657      K00511  178.30    8.1     0.079 squalene monooxygenase [EC:1.14.14.17]
  EJFNJEFF_01657      K10209  713.83    7.8      0.14 4,4'-diapophytoene desaturase [EC:1.3.8.2]
  EJFNJEFF_01657      K21060  445.70    7.5      0.16 D-hydroxyproline dehydrogenase [EC:1.5.99.-]
  EJFNJEFF_01657      K03387  349.77    7.5      0.14 NADH-dependent peroxiredoxin subunit F [EC:1.8.1.-]
  EJFNJEFF_01657      K09879  493.80    7.3      0.11 carotenoid phi-ring synthase / carotenoid chi-ring synthase [EC:1.3.99.39 1.3.99.40]
  EJFNJEFF_01657      K06954  498.03    6.8      0.18 uncharacterized protein
  EJFNJEFF_01657      K10210  532.23    6.3      0.32 diapolycopene oxygenase [EC:1.14.99.44]
  EJFNJEFF_01657      K20940  389.97    6.0      0.44 5-methylphenazine-1-carboxylate 1-monooxygenase [EC:1.14.13.218]
  EJFNJEFF_01657      K10676  458.47    5.6      0.52 2,4-dichlorophenol 6-monooxygenase [EC:1.14.13.20]
  EJFNJEFF_01657      K03184  446.00    5.6      0.59 3-demethoxyubiquinol 3-hydroxylase [EC:1.14.99.60]
  EJFNJEFF_01657      K21054  761.73    4.2       1.1 D-erythritol 1-phosphate dehydrogenase [EC:1.1.1.402]
* EJFNJEFF_01658      K07792  590.63  616.6  2.1e-186 anaerobic C4-dicarboxylate transporter DcuB
  EJFNJEFF_01658      K07791  586.00  579.8  3.2e-175 anaerobic C4-dicarboxylate transporter DcuA
  EJFNJEFF_01658      K03326  141.53   31.4   6.7e-09 C4-dicarboxylate transporter, DcuC family
  EJFNJEFF_01658      K14445  165.60   23.7   1.2e-06 solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2/3/5
  EJFNJEFF_01658      K21306  285.03    1.4       7.4 dolichyl-phosphooligosaccharide-protein glycotransferase [EC:2.4.99.21]
  EJFNJEFF_01659      K03972   91.40   58.0   1.1e-16 phage shock protein E
  EJFNJEFF_01659      K02439   99.47   54.5   1.4e-15 thiosulfate sulfurtransferase [EC:2.8.1.1]
  EJFNJEFF_01659      K01013   94.43   27.5     2e-07 thiosulfate:glutathione sulfurtransferase [EC:2.8.1.-]
  EJFNJEFF_01659      K21147  389.17   23.3   2.8e-06 sulfur-carrier protein adenylyltransferase/sulfurtransferase [EC:2.7.7.80 2.7.7.- 2.8.1.11 2.8.1.-]
  EJFNJEFF_01659      K01011  193.10   22.3   6.2e-06 thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]
  EJFNJEFF_01659      K21028  297.73   22.2   5.9e-06 molybdopterin synthase sulfurtransferase [EC:2.8.1.11]
  EJFNJEFF_01659      K06917  126.97   17.5   0.00016 tRNA 2-selenouridine synthase [EC:2.9.1.3]
  EJFNJEFF_01659      K07146  150.47   14.4    0.0014 UPF0176 protein
  EJFNJEFF_01659      K12422  831.77   12.1    0.0053 long chain fatty acid CoA ligase FadD10 [EC:6.2.1.-]
* EJFNJEFF_01660      K03071   35.00  219.5   3.6e-66 preprotein translocase subunit SecB
* EJFNJEFF_01661      K01840  460.17  524.9  4.3e-158 phosphomannomutase [EC:5.4.2.8]
  EJFNJEFF_01661      K01835  353.23  305.3     1e-91 phosphoglucomutase [EC:5.4.2.2]
  EJFNJEFF_01661      K03431  445.20  169.6     1e-50 phosphoglucosamine mutase [EC:5.4.2.10]
  EJFNJEFF_01661      K15778  482.77  150.9   5.4e-45 phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]
  EJFNJEFF_01661      K22199  472.60  131.6   3.7e-39 phosphopentomutase [EC:5.4.2.7]
  EJFNJEFF_01661      K16881  547.73   36.1   2.2e-10 mannose-1-phosphate guanylyltransferase / phosphomannomutase [EC:2.7.7.13 5.4.2.8]
  EJFNJEFF_01661      K15483 2103.47   11.5     0.005 effector protein SdcA
* EJFNJEFF_01662      K02337  910.33 1567.1         0 DNA polymerase III subunit alpha [EC:2.7.7.7]
  EJFNJEFF_01662      K14162 1024.40  816.5  5.6e-246 error-prone DNA polymerase [EC:2.7.7.7]
  EJFNJEFF_01662      K03763  834.27  208.8     1e-62 DNA polymerase III subunit alpha, Gram-positive type [EC:2.7.7.7]
  EJFNJEFF_01662      K20907  241.93   13.3    0.0056 2-hydroxyisobutanoyl-CoA mutase small subunit [EC:5.4.99.64]
  EJFNJEFF_01662      K07466  102.23   12.3    0.0042 replication factor A1
* EJFNJEFF_01663      K01754  253.90  522.6    1e-157 threonine dehydratase [EC:4.3.1.19]
  EJFNJEFF_01663      K22589  431.93  331.5  6.3e-100 threo-3-hydroxy-L-aspartate ammonia-lyase [EC:4.3.1.16]
  EJFNJEFF_01663      K12235  450.80  261.7   9.8e-79 serine racemase [EC:5.1.1.18]
  EJFNJEFF_01663      K17989  275.83  189.2   1.3e-56 L-serine/L-threonine ammonia-lyase [EC:4.3.1.17 4.3.1.19]
  EJFNJEFF_01663      K01751  239.10  143.4   7.6e-43 diaminopropionate ammonia-lyase [EC:4.3.1.15]
  EJFNJEFF_01663      K01738  417.07  121.8   3.8e-36 cysteine synthase [EC:2.5.1.47]
  EJFNJEFF_01663      K01733  181.13  108.1   7.7e-32 threonine synthase [EC:4.2.3.1]
  EJFNJEFF_01663      K01697  455.43   80.8   9.5e-24 cystathionine beta-synthase [EC:4.2.1.22]
  EJFNJEFF_01663      K21949  348.87   75.1   4.3e-22 N-(2-amino-2-carboxyethyl)-L-glutamate synthase [EC:2.5.1.140]
  EJFNJEFF_01663      K12339  413.57   74.1   9.5e-22 S-sulfo-L-cysteine synthase (O-acetyl-L-serine-dependent) [EC:2.5.1.144]
  EJFNJEFF_01663      K21148  397.30   69.1   3.6e-20 [CysO sulfur-carrier protein]-thiocarboxylate-dependent cysteine synthase [EC:2.5.1.113]
  EJFNJEFF_01663      K17216  454.27   61.5   6.6e-18 cystathionine beta-synthase (O-acetyl-L-serine) [EC:2.5.1.134]
  EJFNJEFF_01663      K17950  429.03   50.3   1.9e-14 L-cysteate sulfo-lyase [EC:4.4.1.25]
  EJFNJEFF_01663      K10150  436.80   42.6   3.1e-12 cysteine synthase / O-phosphoserine sulfhydrylase / cystathionine beta-synthase [EC:2.5.1.47 2.5.1.65 4.2.1.22]
  EJFNJEFF_01663      K05396  365.53   38.4   7.8e-11 D-cysteine desulfhydrase [EC:4.4.1.15]
  EJFNJEFF_01663      K21400  780.47   33.7   1.2e-09 2-amino-4-ketopentanoate thiolase beta subunit [EC:2.3.1.263]
  EJFNJEFF_01663      K01505  251.73   32.3   6.1e-09 1-aminocyclopropane-1-carboxylate deaminase [EC:3.5.99.7]
  EJFNJEFF_01663      K22847  320.43   32.3   4.9e-09 S-sulfo-L-cysteine synthase (3-phospho-L-serine-dependent) [EC:2.8.5.1]
  EJFNJEFF_01663      K01753  102.87   26.4   3.4e-07 D-serine dehydratase [EC:4.3.1.18]
  EJFNJEFF_01663      K01696  652.03   24.6   9.7e-07 tryptophan synthase beta chain [EC:4.2.1.20]
  EJFNJEFF_01663      K01694  722.13   23.1   1.9e-06 tryptophan synthase [EC:4.2.1.20]
  EJFNJEFF_01663      K06001  395.50   22.6   2.3e-06 tryptophan synthase beta chain [EC:4.2.1.20]
  EJFNJEFF_01663      K15527  399.83   21.2   9.2e-06 cysteate synthase [EC:2.5.1.76]
  EJFNJEFF_01663      K21113  575.00   11.3     0.012 cytochrome P450 family 106
* EJFNJEFF_01664      K01687  645.60  897.0  1.1e-270 dihydroxy-acid dehydratase [EC:4.2.1.9]
  EJFNJEFF_01664      K13875  986.60  348.4    6e-105 L-arabonate dehydrase [EC:4.2.1.25]
  EJFNJEFF_01664      K22216 1059.83  310.1   2.6e-93 dehydratase ilvD1
  EJFNJEFF_01664      K01690  619.00  285.9   5.8e-86 phosphogluconate dehydratase [EC:4.2.1.12]
  EJFNJEFF_01664      K22186 1081.10  256.8   3.4e-77 xylonate dehydratase [EC:4.2.1.82]
  EJFNJEFF_01664      K22396  881.87  235.4   9.7e-71 xylonate dehydratase [EC:4.2.1.82]
  EJFNJEFF_01664      K14067  626.43   11.0     0.014 malate-CoA ligase subunit beta [EC:6.2.1.9]
  EJFNJEFF_01665      K01652  485.60   87.0     1e-25 acetolactate synthase I/II/III large subunit [EC:2.2.1.6]
  EJFNJEFF_01665      K11258   60.30   54.1   1.1e-15 acetolactate synthase II small subunit [EC:2.2.1.6]
  EJFNJEFF_01665      K12253  643.33   44.0   1.4e-12 5-guanidino-2-oxopentanoate decarboxylase [EC:4.1.1.75]
  EJFNJEFF_01665      K00158  615.23   41.3   6.2e-12 pyruvate oxidase [EC:1.2.3.3]
  EJFNJEFF_01665      K03852  640.00   30.4   1.4e-08 sulfoacetaldehyde acetyltransferase [EC:2.3.3.15]
  EJFNJEFF_01665      K00156  725.83   28.7     4e-08 pyruvate dehydrogenase (quinone) [EC:1.2.5.1]
  EJFNJEFF_01665      K01608  733.63   27.4   1.2e-07 tartronate-semialdehyde synthase [EC:4.1.1.47]
  EJFNJEFF_01665      K12261  702.97   15.0   0.00039 2-hydroxyacyl-CoA lyase 1 [EC:4.1.-.-]
  EJFNJEFF_01665      K04103  679.50   13.4     0.002 indolepyruvate decarboxylase [EC:4.1.1.74]
  EJFNJEFF_01665      K11259  610.03   13.2     0.002 acetolactate synthase-like protein [EC:2.2.1.-]
  EJFNJEFF_01665      K21431  755.03   12.8    0.0034 alpha-keto-acid decarboxylase [EC:4.1.1.-]
  EJFNJEFF_01665      K01577  805.60   11.1      0.01 oxalyl-CoA decarboxylase [EC:4.1.1.8]
* EJFNJEFF_01666      K03308  382.47  511.2  4.8e-154 neurotransmitter:Na+ symporter, NSS family
* EJFNJEFF_01668      K03269   67.87  312.1   2.9e-94 UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.54]
  EJFNJEFF_01668      K07095  102.17   39.1   4.9e-11 uncharacterized protein
  EJFNJEFF_01668      K03651  118.43   32.9   3.9e-09 3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]
  EJFNJEFF_01668      K07096   81.40   26.3   4.3e-07 uncharacterized protein
  EJFNJEFF_01668      K07098  101.37   22.2   5.1e-06 uncharacterized protein
  EJFNJEFF_01668      K21814  155.53   20.8   1.5e-05 serine/threonine-protein phosphatase CPPED1 [EC:3.1.3.16]
  EJFNJEFF_01668      K03547   86.23   20.7     2e-05 DNA repair protein SbcD/Mre11
  EJFNJEFF_01668      K07313  143.90   15.8   0.00072 serine/threonine protein phosphatase 1 [EC:3.1.3.16]
  EJFNJEFF_01668      K18467  130.77   13.9    0.0028 vacuolar protein sorting-associated protein 29
  EJFNJEFF_01668      K06953   85.07   13.8    0.0023 uncharacterized protein
  EJFNJEFF_01669      K13509  248.50  224.8   2.3e-67 lysophosphatidate acyltransferase [EC:2.3.1.51]
* EJFNJEFF_01669      K00655  123.10  152.0   2.4e-45 1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]
  EJFNJEFF_01669      K15781  300.40  133.3     8e-40 putative phosphoserine phosphatase / 1-acylglycerol-3-phosphate O-acyltransferase [EC:3.1.3.3 2.3.1.51]
  EJFNJEFF_01669      K22617  244.63   93.1   1.7e-27 lyso-ornithine lipid O-acyltransferase [EC:2.3.1.270]
  EJFNJEFF_01669      K05939  412.03   42.2   2.5e-12 acyl-[acyl-carrier-protein]-phospholipid O-acyltransferase / long-chain-fatty-acid--[acyl-carrier-protein] ligase [EC:2.3.1.40 6.2.1.20]
  EJFNJEFF_01669      K19716  125.87   38.1   7.2e-11 ancient ubiquitous protein 1
  EJFNJEFF_01669      K00631  449.53   21.2   7.8e-06 glycerol-3-phosphate O-acyltransferase [EC:2.3.1.15]
  EJFNJEFF_01669      K22311  238.07   15.4    0.0006 phosphatidylinositol dimannoside acyltransferase [EC:2.3.1.265]
  EJFNJEFF_01669      K13507  210.90   12.3     0.003 glycerol-3-phosphate O-acyltransferase / dihydroxyacetone phosphate acyltransferase [EC:2.3.1.15 2.3.1.42]
  EJFNJEFF_01669      K00057  266.63   11.9    0.0063 glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]
  EJFNJEFF_01670      K04753  540.50  485.5  2.2e-146 suppressor of ftsI
  EJFNJEFF_01670      K14588  467.20  332.5  5.1e-100 blue copper oxidase
  EJFNJEFF_01670      K06324  479.57  218.9   1.4e-65 spore coat protein A, manganese oxidase [EC:1.16.3.3]
  EJFNJEFF_01670      K08100  752.67  145.1   2.5e-43 bilirubin oxidase [EC:1.3.3.5]
  EJFNJEFF_01670      K00421  743.27  115.4   2.4e-34 laccase [EC:1.10.3.2]
  EJFNJEFF_01670      K20219  982.00   86.4   1.6e-25 o-aminophenol oxidase [EC:1.10.3.4]
  EJFNJEFF_01670      K00423  535.07   48.2   6.5e-14 L-ascorbate oxidase [EC:1.10.3.3]
