# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* EBNMPBKG_00007      K12297  549.43 1052.1         0 23S rRNA (guanine2445-N2)-methyltransferase / 23S rRNA (guanine2069-N7)-methyltransferase [EC:2.1.1.173 2.1.1.264]
  EBNMPBKG_01367      K06883  382.20   36.5   2.1e-10 uncharacterized protein
  EBNMPBKG_01367      K03650  165.90   30.6   1.4e-08 tRNA modification GTPase [EC:3.6.-.-]
  EBNMPBKG_01367      K04759  107.27   29.9   1.5e-08 ferrous iron transport protein B
  EBNMPBKG_01367      K06948  242.40   27.1   1.7e-07 30S ribosome assembly GTPase
  EBNMPBKG_01367      K14540  288.23   24.2   1.1e-06 ribosome biogenesis GTPase A
  EBNMPBKG_01367      K04029   96.70   18.8   9.7e-05 ethanolamine utilization protein EutP
  EBNMPBKG_01367      K03979  155.40   17.6   0.00011 GTPase [EC:3.6.5.-]
  EBNMPBKG_01367      K21356 1149.07   16.0   0.00023 mitofusin 1 [EC:3.6.5.-]
  EBNMPBKG_01367      K02519  320.17   15.9   0.00027 translation initiation factor IF-2
  EBNMPBKG_01367      K03665  188.43   15.3   0.00074 GTPase
  EBNMPBKG_01367      K06942  372.80   14.7    0.0008 ribosome-binding ATPase
  EBNMPBKG_01367      K02036  255.50   12.9    0.0043 phosphate transport system ATP-binding protein [EC:7.3.2.1]
  EBNMPBKG_01367      K06945   76.13    9.0     0.077 uncharacterized protein
* EBNMPBKG_01368      K07391  138.10  707.2  1.8e-213 magnesium chelatase family protein
  EBNMPBKG_01368      K03405  285.80   72.3   3.8e-21 magnesium chelatase subunit I [EC:6.6.1.1]
  EBNMPBKG_01368      K04076  425.00   67.4   8.7e-20 ATP-dependent Lon protease [EC:3.4.21.53]
  EBNMPBKG_01368      K03404  473.57   61.1   7.7e-18 magnesium chelatase subunit D [EC:6.6.1.1]
  EBNMPBKG_01368      K10726  642.37   44.2     7e-13 replicative DNA helicase Mcm [EC:3.6.4.-]
  EBNMPBKG_01368      K03924  112.03   43.5   1.7e-12 MoxR-like ATPase [EC:3.6.3.-]
  EBNMPBKG_01368      K04748  189.77   34.3   1.5e-09 nitric oxide reductase NorQ protein
  EBNMPBKG_01368      K21405  482.63   30.2   2.1e-08 sigma-54 dependent transcriptional regulator, acetoin dehydrogenase operon transcriptional activator AcoR
  EBNMPBKG_01368      K07712  573.10   28.7   5.2e-08 two-component system, NtrC family, nitrogen regulation response regulator GlnG
  EBNMPBKG_01368      K07478  227.73   28.6   4.7e-08 putative ATPase
  EBNMPBKG_01368      K13525  810.53   26.7   1.7e-07 transitional endoplasmic reticulum ATPase
  EBNMPBKG_01368      K12266  496.60   24.2   1.3e-06 anaerobic nitric oxide reductase transcription regulator
  EBNMPBKG_01368      K02341  234.77   22.6   6.5e-06 DNA polymerase III subunit delta' [EC:2.7.7.7]
  EBNMPBKG_01368      K07392  437.00   22.3   5.3e-06 AAA family ATPase
  EBNMPBKG_01368      K06714  482.37   22.2   4.4e-06 arginine utilization regulatory protein
  EBNMPBKG_01368      K03551  169.53   22.0   5.5e-06 holliday junction DNA helicase RuvB [EC:3.6.4.12]
  EBNMPBKG_01368      K07452   76.63   21.9   5.5e-06 5-methylcytosine-specific restriction enzyme B [EC:3.1.21.-]
  EBNMPBKG_01368      K02343  223.80   20.2   1.8e-05 DNA polymerase III subunit gamma/tau [EC:2.7.7.7]
  EBNMPBKG_01368      K10126  510.10   20.1     2e-05 two-component system, NtrC family, C4-dicarboxylate transport response regulator DctD
  EBNMPBKG_01368      K06413  179.63   19.8   3.1e-05 stage V sporulation protein K
  EBNMPBKG_01368      K02481  549.40   19.7   3.5e-05 two-component system, NtrC family, response regulator
  EBNMPBKG_01368      K02315  143.60   19.2   3.5e-05 DNA replication protein DnaC
  EBNMPBKG_01368      K04801  395.47   18.6   5.4e-05 replication factor C small subunit
  EBNMPBKG_01368      K13599  541.80   18.1   7.8e-05 two-component system, NtrC family, nitrogen regulation response regulator NtrX
  EBNMPBKG_01368      K09882  191.50   17.9   0.00011 cobaltochelatase CobS [EC:6.6.1.2]
  EBNMPBKG_01368      K17681  229.60   17.0   0.00014 ATPase family AAA domain-containing protein 3A/B
  EBNMPBKG_01368      K02283  323.70   16.7   0.00021 pilus assembly protein CpaF [EC:7.4.2.8]
  EBNMPBKG_01368      K04086 1135.33   16.6   0.00017 ATP-dependent Clp protease ATP-binding subunit ClpL
  EBNMPBKG_01368      K07714  574.77   16.6   0.00028 two-component system, NtrC family, response regulator AtoC
  EBNMPBKG_01368      K03974  432.40   16.6   0.00031 psp operon transcriptional activator
  EBNMPBKG_01368      K14414  529.10   16.1   0.00024 transcriptional regulatory protein RtcR
  EBNMPBKG_01368      K03798  753.60   15.4   0.00046 cell division protease FtsH [EC:3.4.24.-]
  EBNMPBKG_01368      K10941  490.20   15.3    0.0006 sigma-54 dependent transcriptional regulator, flagellar regulatory protein
  EBNMPBKG_01368      K11384  566.87   15.2   0.00058 two-component system, NtrC family, response regulator AlgB
  EBNMPBKG_01368      K15918  103.37   15.2   0.00078 D-glycerate 3-kinase [EC:2.7.1.31]
  EBNMPBKG_01368      K07715  529.97   15.0   0.00087 two-component system, NtrC family, response regulator GlrR
  EBNMPBKG_01368      K03196  293.90   14.7     0.001 type IV secretion system protein VirB11 [EC:7.4.2.8]
  EBNMPBKG_01368      K01338  858.33   14.6   0.00087 ATP-dependent Lon protease [EC:3.4.21.53]
  EBNMPBKG_01368      K02688  571.17   14.6   0.00083 transcriptional regulator, propionate catabolism operon regulatory protein
  EBNMPBKG_01368      K03420  510.77   14.6     0.001 proteasome regulatory subunit
  EBNMPBKG_01368      K19783  712.90   14.4   0.00085 DNA polymerase alpha-associated DNA helicase A [EC:3.6.4.12]
  EBNMPBKG_01368      K07472  631.73   14.3    0.0012 TBP-interacting protein
  EBNMPBKG_01368      K03667  292.50   14.1    0.0013 ATP-dependent HslUV protease ATP-binding subunit HslU
  EBNMPBKG_01368      K12283  365.07   13.7    0.0025 MSHA biogenesis protein MshM
  EBNMPBKG_01368      K03581  242.90   13.7    0.0016 exodeoxyribonuclease V alpha subunit [EC:3.1.11.5]
  EBNMPBKG_01368      K10912  534.70   13.4    0.0025 two-component system, repressor protein LuxO
  EBNMPBKG_01368      K03696 1087.87   13.4    0.0016 ATP-dependent Clp protease ATP-binding subunit ClpC
  EBNMPBKG_01368      K13254  535.03   13.3    0.0023 spastin [EC:5.6.1.1]
  EBNMPBKG_01368      K07767  441.50   13.2    0.0032 katanin p60 ATPase-containing subunit A1 [EC:5.6.1.1]
  EBNMPBKG_01368      K18532   67.40   13.1    0.0036 adenylate kinase [EC:2.7.4.3]
  EBNMPBKG_01368      K03694  935.20   13.1    0.0017 ATP-dependent Clp protease ATP-binding subunit ClpA
  EBNMPBKG_01368      K10742  467.90   13.0    0.0014 DNA replication ATP-dependent helicase Dna2 [EC:3.6.4.12]
  EBNMPBKG_01368      K15255  113.67   12.9    0.0021 ATP-dependent DNA helicase PIF1 [EC:3.6.4.12]
  EBNMPBKG_01368      K08955  817.97   12.5    0.0032 ATP-dependent metalloprotease [EC:3.4.24.-]
  EBNMPBKG_01368      K12196  397.47   12.2    0.0051 vacuolar protein-sorting-associated protein 4
  EBNMPBKG_01368      K09384  139.67   12.1    0.0045 uncharacterized protein
  EBNMPBKG_01368      K22766  551.73   12.1    0.0059 fidgetin-like protein 1 [EC:3.6.4.-]
  EBNMPBKG_01368      K03544  155.67   11.8    0.0068 ATP-dependent Clp protease ATP-binding subunit ClpX
  EBNMPBKG_01368      K19505  718.37   11.8    0.0038 sigma-54 dependent transcriptional regulator, gfr operon transcriptional activator
  EBNMPBKG_01368      K24040  612.13   11.6    0.0038 energy-coupling factor transport system permease/ATP-binding protein [EC:7.-.-.-]
  EBNMPBKG_01368      K04800  300.40   10.9     0.013 replication factor C large subunit
  EBNMPBKG_01368      K10725  190.17   10.9     0.012 archaeal cell division control protein 6
  EBNMPBKG_01368      K22399  199.27   10.7     0.014 pachytene checkpoint protein 2
  EBNMPBKG_01368      K07713  542.93   10.6     0.018 two-component system, NtrC family, response regulator HydG
  EBNMPBKG_01368      K03657  380.30   10.5     0.014 DNA helicase II / ATP-dependent DNA helicase PcrA [EC:3.6.4.12]
  EBNMPBKG_01368      K03695 1089.33   10.0     0.015 ATP-dependent Clp protease ATP-binding subunit ClpB
  EBNMPBKG_01368      K02584  556.73    7.6      0.13 Nif-specific regulatory protein
  EBNMPBKG_01368      K19641  504.90    7.4      0.15 two-component system, NtrC family, response regulator HupR/HoxA
  EBNMPBKG_01368      K12146  601.30    5.5       0.6 hydrogenase-4 transcriptional activator
* EBNMPBKG_01369      K01619   46.10  344.4  6.7e-104 deoxyribose-phosphate aldolase [EC:4.1.2.4]
  EBNMPBKG_01369      K01840  460.17  135.3   2.3e-40 phosphomannomutase [EC:5.4.2.8]
  EBNMPBKG_01369      K09142  103.60   26.2   3.2e-07 methyltransferase [EC:2.1.1.-]
  EBNMPBKG_01369      K00226  260.50   12.6    0.0054 dihydroorotate dehydrogenase (fumarate) [EC:1.3.98.1]
  EBNMPBKG_01369      K00254  177.60   11.1     0.011 dihydroorotate dehydrogenase [EC:1.3.5.2]
* EBNMPBKG_01370      K02199   79.60   86.2   2.3e-25 cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE
  EBNMPBKG_01370      K03671  101.70   49.5   3.4e-14 thioredoxin 1
  EBNMPBKG_01370      K03672  157.20   39.5   4.5e-11 thioredoxin 2 [EC:1.8.1.8]
  EBNMPBKG_01370      K12057   91.33   35.5   5.2e-10 conjugal transfer pilus assembly protein TraF
  EBNMPBKG_01370      K01829  312.57   33.3   2.7e-09 protein disulfide-isomerase [EC:5.3.4.1]
  EBNMPBKG_01370      K09584  280.67   26.6   3.2e-07 protein disulfide-isomerase A6 [EC:5.3.4.1]
  EBNMPBKG_01370      K24129  143.67   20.3     3e-05 glutaredoxin-dependent peroxiredoxin [EC:1.11.1.25]
  EBNMPBKG_01370      K07396   75.87   17.9   0.00011 putative protein-disulfide isomerase
  EBNMPBKG_01370      K05838  158.73   17.8   0.00016 putative thioredoxin
  EBNMPBKG_01370      K17609   50.60   17.0   0.00013 nucleoredoxin [EC:1.8.1.8]
  EBNMPBKG_01370      K03564  153.93   13.5    0.0027 thioredoxin-dependent peroxiredoxin [EC:1.11.1.24]
  EBNMPBKG_01370      K07152   55.93   11.6     0.015 protein SCO1
  EBNMPBKG_01370      K18917   77.70   11.4     0.022 mycoredoxin [EC:1.20.4.3]
  EBNMPBKG_01370      K03981  113.43   10.4      0.03 thiol:disulfide interchange protein DsbC [EC:5.3.4.1]
  EBNMPBKG_01370      K04084  266.13   10.1     0.016 thioredoxin:protein disulfide reductase [EC:1.8.4.16]
* EBNMPBKG_01371      K03274  281.20  498.5  1.9e-150 ADP-L-glycero-D-manno-heptose 6-epimerase [EC:5.1.3.20]
  EBNMPBKG_01371      K01784  268.07  161.7   3.3e-48 UDP-glucose 4-epimerase [EC:5.1.3.2]
  EBNMPBKG_01371      K08679  364.87  127.9   5.3e-38 UDP-glucuronate 4-epimerase [EC:5.1.3.6]
  EBNMPBKG_01371      K02473  430.43  114.3   6.2e-34 UDP-N-acetylglucosamine/UDP-N-acetylgalactosamine 4-epimerase [EC:5.1.3.7 5.1.3.-]
  EBNMPBKG_01371      K01710  479.63  113.5   1.2e-33 dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]
  EBNMPBKG_01371      K15856  287.90  111.0   6.8e-33 GDP-4-dehydro-6-deoxy-D-mannose reductase [EC:1.1.1.281]
  EBNMPBKG_01371      K08678  503.47   84.9   4.3e-25 UDP-glucuronate decarboxylase [EC:4.1.1.35]
  EBNMPBKG_01371      K19997  236.17   83.6   1.4e-24 GlcNAc-P-P-Und epimerase [EC:5.1.3.26]
  EBNMPBKG_01371      K12448  481.10   79.2   2.2e-23 UDP-arabinose 4-epimerase [EC:5.1.3.5]
  EBNMPBKG_01371      K21214  236.87   75.1     5e-22 NDP-hexose 4-ketoreductase
  EBNMPBKG_01371      K17947  254.13   74.4   7.3e-22 dTDP-L-rhamnose 4-epimerase [EC:5.1.3.25]
  EBNMPBKG_01371      K12453  277.73   73.8   1.2e-21 CDP-paratose synthetase [EC:1.1.1.342]
  EBNMPBKG_01371      K22252  265.03   71.2   8.2e-21 GDP-6-deoxy-D-talose 4-dehydrogenase [EC:1.1.1.135]
  EBNMPBKG_01371      K10046  296.00   70.7   9.7e-21 GDP-D-mannose 3', 5'-epimerase [EC:5.1.3.18 5.1.3.-]
  EBNMPBKG_01371      K21332  482.13   70.0   1.8e-20 dTDP-alpha-D-glucuronic acid decarboxylase [EC:1.1.1.-]
  EBNMPBKG_01371      K12454  273.83   69.5   1.9e-20 CDP-paratose 2-epimerase [EC:5.1.3.10]
  EBNMPBKG_01371      K02377  221.20   67.0   1.4e-19 GDP-L-fucose synthase [EC:1.1.1.271]
  EBNMPBKG_01371      K12450  570.57   60.8     7e-18 UDP-glucose 4,6-dehydratase [EC:4.2.1.76]
  EBNMPBKG_01371      K00067  131.90   57.9   8.6e-17 dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]
  EBNMPBKG_01371      K22925  787.87   55.6   3.5e-16 UDP-N-acetylglucosaminuronic acid 4-epimerase [EC:5.1.3.-]
  EBNMPBKG_01371      K22320  330.53   52.7   3.1e-15 2-alkyl-3-oxoalkanoate reductase [EC:1.1.1.412]
  EBNMPBKG_01371      K21211  560.97   50.9     1e-14 NDP-hexose 4,6-dehydratase
  EBNMPBKG_01371      K12455  334.53   47.0   1.7e-13 CDP-abequose synthase [EC:1.1.1.341]
  EBNMPBKG_01371      K22025  218.30   44.7   9.7e-13 D-erythronate 2-dehydrogenase [EC:1.1.1.410]
  EBNMPBKG_01371      K19068  176.07   41.6     7e-12 UDP-2-acetamido-2,6-beta-L-arabino-hexul-4-ose reductase [EC:1.1.1.367]
  EBNMPBKG_01371      K13313  471.63   41.3   8.3e-12 dTDP-4-dehydro-6-deoxy-alpha-D-gulose 4-ketoreductase [EC:1.1.1.364]
  EBNMPBKG_01371      K15891  309.53   37.7   1.1e-10 NAD+-dependent farnesol dehydrogenase [EC:1.1.1.354]
  EBNMPBKG_01371      K12408  432.70   36.7   1.7e-10 cholest-5-ene-3beta,7alpha-diol 3beta-dehydrogenase [EC:1.1.1.181]
  EBNMPBKG_01371      K00091  398.80   35.9   3.8e-10 dihydroflavonol-4-reductase [EC:1.1.1.219]
  EBNMPBKG_01371      K18981  277.97   34.5   1.2e-09 uronate dehydrogenase [EC:1.1.1.203]
  EBNMPBKG_01371      K19243  260.60   33.6   2.6e-09 NAD+ dependent glucose-6-phosphate dehydrogenase [EC:1.1.1.388]
  EBNMPBKG_01371      K05281  179.93   29.6   3.1e-08 2'-hydroxyisoflavone reductase [EC:1.3.1.45]
  EBNMPBKG_01371      K23987  400.03   28.5   6.3e-08 dTDP-4-dehydrorhamnose 3,5-epimerase/reductase [EC:5.1.3.13 1.1.1.133]
  EBNMPBKG_01371      K15789  210.80   28.1   9.1e-08 threonine 3-dehydrogenase [EC:1.1.1.103]
  EBNMPBKG_01371      K16045  629.13   25.7   4.1e-07 3beta-hydroxy-Delta5-steroid dehydrogenase / steroid Delta-isomerase [EC:1.1.1.145 5.3.3.1]
  EBNMPBKG_01371      K01709  280.90   21.0   1.1e-05 CDP-glucose 4,6-dehydratase [EC:4.2.1.45]
  EBNMPBKG_01371      K19548  387.83   19.2   5.9e-05 dihydroanticapsin dehydrogenase [EC:1.1.1.385]
  EBNMPBKG_01371      K12449  319.60   17.2   0.00014 UDP-apiose/xylose synthase
  EBNMPBKG_01371      K15894  316.30   17.0   0.00017 UDP-N-acetylglucosamine 4,6-dehydratase/5-epimerase [EC:4.2.1.115 5.1.3.-]
  EBNMPBKG_01371      K16439  653.87   16.9   0.00026 reductase EvaE
  EBNMPBKG_01371      K13322       -   16.5   0.00034 dTDP-4-keto-6-deoxyhexose 4-ketoreductase
  EBNMPBKG_01371      K18836       -   16.2   0.00051 reductase VcaE
  EBNMPBKG_01371      K17625  602.60   15.4   0.00071 dTDP-4-keto-6-deoxyhexose reductase [EC:1.1.1.-]
  EBNMPBKG_01371      K18009  304.03   14.5    0.0013 meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.- 1.1.1.76 1.1.1.304]
  EBNMPBKG_01371      K01711  274.53   14.1    0.0015 GDPmannose 4,6-dehydratase [EC:4.2.1.47]
  EBNMPBKG_01371      K19267  132.03   13.9    0.0023 NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]
  EBNMPBKG_01371      K15912  759.00   13.5    0.0017 UDP-N-acetylglucosamine 4,6-dehydratase [EC:4.2.1.135]
  EBNMPBKG_01371      K19180       -   13.4    0.0038 dTDP-6-deoxy-L-talose 4-dehydrogenase (NAD+) [EC:1.1.1.339]
  EBNMPBKG_01371      K00059  271.37   13.3    0.0029 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
  EBNMPBKG_01371      K07071  120.83   13.2    0.0025 uncharacterized protein
  EBNMPBKG_01371      K13318  435.27   13.1    0.0036 dTDP-4-keto-6-deoxy-L-hexose 4-reductase [EC:1.1.1.-]
  EBNMPBKG_01371      K21883  280.97   12.7    0.0059 2-dehydro-3-deoxy-L-rhamnonate dehydrogenase (NAD+) [EC:1.1.1.401]
  EBNMPBKG_01371      K20900  440.73   12.3    0.0084 D-threitol dehydrogenase (NAD+) [EC:1.1.1.403]
  EBNMPBKG_01371      K18333  239.23   12.3    0.0069 L-fucose dehydrogenase
  EBNMPBKG_01371      K00068  267.73   11.8     0.013 sorbitol-6-phosphate 2-dehydrogenase [EC:1.1.1.140]
  EBNMPBKG_01371      K18335  258.53   11.8     0.011 2-keto-3-deoxy-L-fuconate dehydrogenase [EC:1.1.1.-]
  EBNMPBKG_01371      K24002  250.43   11.4     0.015 4-amino-4-deoxyprephenate dehydrogenase [EC:1.3.1.121]
  EBNMPBKG_01371      K24311  489.20   11.3     0.016 UDP-4-keto-6-deoxy-GlcNAc-4-reductase [EC:1.1.1.-]
  EBNMPBKG_01371      K00023  325.30   11.2     0.016 acetoacetyl-CoA reductase [EC:1.1.1.36]
  EBNMPBKG_01371      K00060  325.00   11.1     0.011 threonine 3-dehydrogenase [EC:1.1.1.103]
  EBNMPBKG_01371      K08322  358.77   10.9     0.014 L-gulonate 5-dehydrogenase [EC:1.1.1.380]
  EBNMPBKG_01371      K00038  295.53   10.7     0.015 3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]
  EBNMPBKG_01371      K14465  467.20   10.4     0.016 succinate semialdehyde reductase (NADPH) [EC:1.1.1.-]
  EBNMPBKG_01371      K00216  241.83   10.3     0.025 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase [EC:1.3.1.28]
  EBNMPBKG_01371      K00098  358.97    9.7      0.03 L-idonate 5-dehydrogenase [EC:1.1.1.264]
  EBNMPBKG_01371      K00309  937.40    9.7     0.015 dimethylglycine oxidase [EC:1.5.3.10]
  EBNMPBKG_01371      K23271  458.03    9.2     0.044 erythritol/L-threitol dehydrogenase [EC:1.1.1.-]
* EBNMPBKG_01372      K00854  392.73  465.7  2.9e-140 xylulokinase [EC:2.7.1.17]
  EBNMPBKG_01372      K24707  680.57  269.5   3.8e-81 ribulokinase [EC:2.7.1.16]
  EBNMPBKG_01372      K00862  533.30  239.2   6.7e-72 erythritol kinase (D-erythritol 1-phosphate-forming) [EC:2.7.1.215]
  EBNMPBKG_01372      K00880  468.40  238.7   9.8e-72 L-xylulokinase [EC:2.7.1.53]
  EBNMPBKG_01372      K11216  401.30  171.4     3e-51 autoinducer-2 kinase [EC:2.7.1.189]
  EBNMPBKG_01372      K00853  346.73  162.8   1.3e-48 L-ribulokinase [EC:2.7.1.16]
  EBNMPBKG_01372      K00879  366.87  154.2   4.5e-46 L-fuculokinase [EC:2.7.1.51]
  EBNMPBKG_01372      K00864  523.23  150.1   6.4e-45 glycerol kinase [EC:2.7.1.30]
  EBNMPBKG_01372      K22935  266.43  135.7   1.8e-40 D-ribulokinase [EC:2.7.1.47]
  EBNMPBKG_01372      K00848  293.50  108.0   3.1e-32 rhamnulokinase [EC:2.7.1.5]
  EBNMPBKG_01372      K19583  598.73   98.9   2.4e-29 putative glycerol kinase 5 [EC:2.7.1.30]
  EBNMPBKG_01372      K00875  618.87   90.9   8.8e-27 D-ribulokinase [EC:2.7.1.47]
