# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* HOLGGCEK_00001      K03495  294.00 1004.9  2.4e-303 tRNA uridine 5-carboxymethylaminomethyl modification enzyme
  HOLGGCEK_01681      K11260   72.07   21.3   1.8e-05 4Fe-4S ferredoxin
  HOLGGCEK_01681      K14107  143.53   21.0   1.3e-05 energy-converting hydrogenase A subunit P
  HOLGGCEK_01681      K18557  364.73   20.2   2.7e-05 NADH-dependent fumarate reductase subunit B [EC:1.3.1.6]
  HOLGGCEK_01681      K05796  182.87   19.2   5.5e-05 electron transport protein HydN
  HOLGGCEK_01681      K17996  259.87   18.6   9.7e-05 sulfhydrogenase subunit beta (sulfur reductase) [EC:1.12.98.4]
  HOLGGCEK_01681      K05588  256.33   17.7   0.00017 bidirectional [NiFe] hydrogenase diaphorase subunit [EC:7.1.1.2]
  HOLGGCEK_01681      K12136  265.87   17.1   0.00028 hydrogenase-4 component A [EC:1.-.-.-]
  HOLGGCEK_01681      K03388  667.43   17.1    0.0001 heterodisulfide reductase subunit A2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]
  HOLGGCEK_01681      K04014  277.43   16.0   0.00048 protein NrfC
  HOLGGCEK_01681      K00782  117.67   15.6   0.00082 L-lactate dehydrogenase complex protein LldG
  HOLGGCEK_01681      K02691  103.17   15.6   0.00096 photosystem I subunit VII
  HOLGGCEK_01681      K15022  606.33   15.4   0.00043 formate dehydrogenase (NADP+) beta subunit [EC:1.17.1.10]
  HOLGGCEK_01681      K15831  238.40   15.4   0.00097 formate hydrogenlyase subunit 6
  HOLGGCEK_01681      K20037  403.53   15.2   0.00071 choline trimethylamine-lyase activating enzyme [EC:1.97.1.-]
  HOLGGCEK_01681      K23976   91.00   15.2     0.001 L-aspartate semialdehyde sulfurtransferase ferredoxin
  HOLGGCEK_01681      K00176   69.17   14.3    0.0021 2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3]
  HOLGGCEK_01681      K06441  841.17   13.2    0.0017 ferredoxin hydrogenase gamma subunit [EC:1.12.7.2]
  HOLGGCEK_01681      K16950  405.87   12.9    0.0033 anaerobic sulfite reductase subunit A
  HOLGGCEK_01681      K07079  221.57   12.9    0.0033 uncharacterized protein
  HOLGGCEK_01681      K18853  154.37   12.6    0.0073 dihydromethanopterin reductase (acceptor) [EC:1.5.99.15]
  HOLGGCEK_01681      K22480 1085.43   12.5    0.0023 heterodisulfide reductase subunit A1 [EC:1.8.7.3]
  HOLGGCEK_01681      K22481  327.63   12.4    0.0058 heterodisulfide reductase subunit B1 [EC:1.8.7.3]
  HOLGGCEK_01681      K12143  222.17   12.4    0.0064 hydrogenase-4 component H
  HOLGGCEK_01681      K00205  158.73   12.2    0.0048 4Fe-4S ferredoxin
  HOLGGCEK_01681      K07307  203.30   12.0      0.01 anaerobic dimethyl sulfoxide reductase subunit B
  HOLGGCEK_01681      K12527  594.47   11.9    0.0028 putative selenate reductase [EC:1.97.1.9]
  HOLGGCEK_01681      K02574  130.80   11.7     0.011 ferredoxin-type protein NapH
  HOLGGCEK_01681      K00171  102.20   11.7     0.015 pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1]
  HOLGGCEK_01681      K14108  413.17   11.5    0.0092 energy-converting hydrogenase A subunit Q
  HOLGGCEK_01681      K00443  167.57   11.5     0.012 coenzyme F420 hydrogenase subunit gamma [EC:1.12.98.1]
  HOLGGCEK_01681      K05299 1262.00   11.4    0.0048 formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10]
  HOLGGCEK_01681      K00188   82.23   11.3     0.021 2-oxoisovalerate ferredoxin oxidoreductase delta subunit [EC:1.2.7.7]
  HOLGGCEK_01681      K00196  143.20   11.3     0.012 anaerobic carbon-monoxide dehydrogenase iron sulfur subunit
  HOLGGCEK_01681      K22174  511.67   11.1     0.013 F420H2:quinone oxidoreductase subunit F [EC:1.1.98.4]
  HOLGGCEK_01681      K22176  201.67   10.8     0.027 F420H2:quinone oxidoreductase subunit I [EC:1.1.98.4]
  HOLGGCEK_01681      K08353  307.73   10.8     0.028 thiosulfate reductase electron transport protein
  HOLGGCEK_01681      K14091  112.43   10.4     0.038 ech hydrogenase subunit F
  HOLGGCEK_01681      K19072  488.10   10.4     0.025 oxalate oxidoreductase subunit delta [EC:1.2.7.10]
  HOLGGCEK_01681      K00395   59.03   10.3     0.045 adenylylsulfate reductase, subunit B [EC:1.8.99.2]
  HOLGGCEK_01681      K03855   76.50   10.2     0.057 ferredoxin like protein
  HOLGGCEK_01681      K18979   57.27    9.6     0.046 epoxyqueuosine reductase [EC:1.17.99.6]
  HOLGGCEK_01681      K02572  122.07    9.4     0.062 ferredoxin-type protein NapF
  HOLGGCEK_01681      K00385  259.47    9.4     0.046 anaerobic sulfite reductase subunit C
  HOLGGCEK_01681      K05524  110.97    8.7      0.14 ferredoxin
  HOLGGCEK_01681      K14120   98.57    8.7     0.061 energy-converting hydrogenase B subunit K
  HOLGGCEK_01681      K16886  813.73    8.4     0.054 quinone-modifying oxidoreductase, subunit QmoB
  HOLGGCEK_01681      K00204  167.70    8.4      0.15 4Fe-4S ferredoxin
  HOLGGCEK_01681      K18501  936.23    8.1     0.069 heterodisulfide reductase iron-sulfur subunit
  HOLGGCEK_01681      K17723  445.67    8.1     0.084 dihydropyrimidine dehydrogenase (NAD+) subunit PreA [EC:1.3.1.1]
  HOLGGCEK_01681      K03941  348.70    8.0      0.15 NADH dehydrogenase (ubiquinone) Fe-S protein 8 [EC:7.1.1.2]
  HOLGGCEK_01681      K22162  194.30    7.1       0.2 F420H2 dehydrogenase subunit F [EC:1.5.7.2 1.5.98.3]
  HOLGGCEK_01681      K02573  135.00    6.8      0.32 ferredoxin-type protein NapG
  HOLGGCEK_01681      K03737  554.23    6.6      0.11 pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]
  HOLGGCEK_01681      K15511  549.40    6.3      0.39 benzoyl-CoA 2,3-epoxidase subunit A [EC:1.14.13.208]
  HOLGGCEK_01681      K00266  511.93    6.1      0.31 glutamate synthase (NADPH) small chain [EC:1.4.1.13]
  HOLGGCEK_01681      K22338  480.13    5.7      0.64 formate dehydrogenase (NAD+, ferredoxin) subunit A [EC:1.17.1.11]
  HOLGGCEK_01681      K00179  436.27    5.5      0.35 indolepyruvate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.8]
  HOLGGCEK_01681      K07138   78.93    4.8       1.2 uncharacterized protein
  HOLGGCEK_01681      K08358  255.70    4.6       1.4 tetrathionate reductase subunit B
  HOLGGCEK_01681      K22164  146.73    4.1       2.9 F420H2 dehydrogenase subunit I [EC:1.5.98.3]
  HOLGGCEK_01681      K05580  156.80    3.9       3.1 NAD(P)H-quinone oxidoreductase subunit I [EC:7.1.1.2]
  HOLGGCEK_01681      K16293  265.50    3.6       3.9 polysulfide reductase chain B
  HOLGGCEK_01681      K00184  289.93    2.7         7 dimethyl sulfoxide reductase iron-sulfur subunit
  HOLGGCEK_01681      K08349  571.93    1.5        11 formate dehydrogenase-N, beta subunit
  HOLGGCEK_01681      K00124  164.83    1.3        13 formate dehydrogenase iron-sulfur subunit
  HOLGGCEK_01682      K10829  364.03  312.1   3.7e-94 ferric hydroxamate transport system ATP-binding protein [EC:7.2.2.16]
* HOLGGCEK_01682      K02013  257.90  259.3     5e-78 iron complex transport system ATP-binding protein [EC:7.2.2.-]
  HOLGGCEK_01682      K23184  357.90  228.1   8.2e-69 ferric citrate transport system ATP-binding protein [EC:7.2.2.18]
  HOLGGCEK_01682      K23188  450.77  219.4   4.5e-66 ferric enterobactin transport system ATP-binding protein [EC:7.2.2.17]
  HOLGGCEK_01682      K02074  282.47  147.7   4.9e-44 zinc/manganese transport system ATP-binding protein
  HOLGGCEK_01682      K02041  271.80  128.3   4.2e-38 phosphonate transport system ATP-binding protein [EC:7.3.2.2]
  HOLGGCEK_01682      K11710  353.93  127.1   6.7e-38 manganese/zinc/iron transport system ATP- binding protein [EC:7.2.2.5]
  HOLGGCEK_01682      K09817  267.07  126.9   9.1e-38 zinc transport system ATP-binding protein [EC:7.2.2.20]
  HOLGGCEK_01682      K09820  328.13  126.0   1.4e-37 manganese/iron transport system ATP-binding protein
  HOLGGCEK_01682      K06074  240.47  125.1   2.9e-37 vitamin B12 transport system ATP-binding protein [EC:7.6.2.8]
  HOLGGCEK_01682      K01995  314.03  120.4   9.3e-36 branched-chain amino acid transport system ATP-binding protein
  HOLGGCEK_01682      K01552  410.27  118.7   2.8e-35 energy-coupling factor transport system ATP-binding protein [EC:7.-.-.-]
  HOLGGCEK_01682      K02017  359.33  114.8   5.2e-34 molybdate transport system ATP-binding protein [EC:7.3.2.5]
  HOLGGCEK_01682      K11603  361.60  114.6   3.8e-34 manganese transport system ATP-binding protein [EC:7.2.2.5]
  HOLGGCEK_01682      K01990  251.30  114.2   8.2e-34 ABC-2 type transport system ATP-binding protein
  HOLGGCEK_01682      K19973  340.30  109.3   1.7e-32 manganese transport system ATP-binding protein [EC:7.2.2.5]
  HOLGGCEK_01682      K02068  246.37  109.0   2.6e-32 UDP-glucose/iron transport system ATP-binding protein
  HOLGGCEK_01682      K11607  412.77  108.7   2.5e-32 manganese/iron transport system ATP-binding protein
  HOLGGCEK_01682      K02032  399.13  106.1   1.6e-31 peptide/nickel transport system ATP-binding protein
  HOLGGCEK_01682      K06857  262.53  104.6   4.5e-31 tungstate transport system ATP-binding protein [EC:7.3.2.6]
  HOLGGCEK_01682      K15497  378.10  103.6   1.4e-30 molybdate/tungstate transport system ATP-binding protein [EC:7.3.2.5 7.3.2.6]
  HOLGGCEK_01682      K02010  436.07   99.3   1.4e-29 iron(III) transport system ATP-binding protein [EC:7.2.2.7]
  HOLGGCEK_01682      K02006  338.27   99.1   2.5e-29 cobalt/nickel transport system ATP-binding protein
  HOLGGCEK_01682      K02031  395.20   98.1   5.2e-29 peptide/nickel transport system ATP-binding protein
  HOLGGCEK_01682      K10830  357.77   98.0   4.9e-29 manganese/zinc transport system ATP-binding protein [EC:7.2.2.5]
  HOLGGCEK_01682      K19340  298.10   96.5   1.4e-28 Cu-processing system ATP-binding protein
  HOLGGCEK_01682      K06861  278.37   95.7   3.1e-28 lipopolysaccharide export system ATP-binding protein [EC:7.5.2.5]
  HOLGGCEK_01682      K02062  410.03   95.7   3.2e-28 thiamine transport system ATP-binding protein [EC:7.6.2.15]
  HOLGGCEK_01682      K16787  343.57   95.0   4.7e-28 energy-coupling factor transport system ATP-binding protein [EC:7.-.-.-]
  HOLGGCEK_01682      K16786  346.13   94.3   7.7e-28 energy-coupling factor transport system ATP-binding protein [EC:7.-.-.-]
  HOLGGCEK_01682      K13896  797.47   93.3   1.3e-27 microcin C transport system ATP-binding protein
  HOLGGCEK_01682      K02056  507.23   92.1     3e-27 simple sugar transport system ATP-binding protein [EC:7.5.2.-]
  HOLGGCEK_01682      K02052  501.10   90.9     9e-27 putative spermidine/putrescine transport system ATP-binding protein
  HOLGGCEK_01682      K24040  612.13   88.5   2.2e-26 energy-coupling factor transport system permease/ATP-binding protein [EC:7.-.-.-]
  HOLGGCEK_01682      K16013  510.50   87.3   8.6e-26 ATP-binding cassette, subfamily C, bacterial CydD
  HOLGGCEK_01682      K02071  329.70   86.6   1.8e-25 D-methionine transport system ATP-binding protein
  HOLGGCEK_01682      K10824  305.80   85.8   2.9e-25 nickel transport system ATP-binding protein [EC:7.2.2.11]
  HOLGGCEK_01682      K06147  622.70   84.7   5.4e-25 ATP-binding cassette, subfamily B, bacterial
  HOLGGCEK_01682      K15583  505.27   84.0   8.3e-25 oligopeptide transport system ATP-binding protein
  HOLGGCEK_01682      K02003  293.10   83.8   1.3e-24 putative ABC transport system ATP-binding protein
  HOLGGCEK_01682      K21480  201.07   83.6     1e-24 heme oxygenase (biliverdin-producing, ferredoxin) [EC:1.14.15.20]
  HOLGGCEK_01682      K01996  320.93   83.2   1.9e-24 branched-chain amino acid transport system ATP-binding protein
  HOLGGCEK_01682      K09810  332.03   83.2   1.7e-24 lipoprotein-releasing system ATP-binding protein [EC:7.6.2.-]
  HOLGGCEK_01682      K15587  334.70   82.4   2.4e-24 nickel transport system ATP-binding protein [EC:7.2.2.11]
  HOLGGCEK_01682      K13892  956.43   82.3   2.4e-24 glutathione transport system ATP-binding protein
  HOLGGCEK_01682      K02021  513.30   81.8   3.3e-24 putative ABC transport system ATP-binding protein
  HOLGGCEK_01682      K11962  317.53   81.6     5e-24 urea transport system ATP-binding protein
  HOLGGCEK_01682      K10823  490.13   80.7   1.1e-23 oligopeptide transport system ATP-binding protein
  HOLGGCEK_01682      K16014  920.83   80.5   6.9e-24 ATP-binding cassette, subfamily C, bacterial CydCD
  HOLGGCEK_01682      K16784  271.17   80.1   1.5e-23 biotin transport system ATP-binding protein [EC:7.6.2.-]
  HOLGGCEK_01682      K10545  327.20   80.1   1.5e-23 D-xylose transport system ATP-binding protein [EC:7.5.2.10]
  HOLGGCEK_01682      K11072  498.73   79.5   2.1e-23 spermidine/putrescine transport system ATP-binding protein [EC:7.6.2.11]
  HOLGGCEK_01682      K05847  355.60   79.5     3e-23 osmoprotectant transport system ATP-binding protein [EC:7.6.2.9]
  HOLGGCEK_01682      K10038  395.67   78.7   3.1e-23 glutamine transport system ATP-binding protein [EC:7.4.2.1]
  HOLGGCEK_01682      K05833  184.70   78.4   4.2e-23 putative tryptophan/tyrosine transport system ATP-binding protein
  HOLGGCEK_01682      K02065  294.23   78.4   5.3e-23 phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein
  HOLGGCEK_01682      K11706  396.60   77.2   1.4e-22 iron/zinc/manganese/copper transport system ATP-binding protein
  HOLGGCEK_01682      K15555  313.20   76.9   1.6e-22 sulfonate transport system ATP-binding protein [EC:7.6.2.14]
  HOLGGCEK_01682      K11958  375.13   76.6   1.6e-22 neutral amino acid transport system ATP-binding protein
  HOLGGCEK_01682      K09697  279.93   75.9   2.6e-22 sodium transport system ATP-binding protein [EC:7.2.2.4]
  HOLGGCEK_01682      K11076  483.03   75.7   2.6e-22 putrescine transport system ATP-binding protein [EC:7.6.2.16]
  HOLGGCEK_01682      K12371  494.00   75.4   3.9e-22 dipeptide transport system ATP-binding protein
  HOLGGCEK_01682      K02049  347.90   73.9   1.3e-21 NitT/TauT family transport system ATP-binding protein
  HOLGGCEK_01682      K10112  531.00   73.6   1.5e-21 multiple sugar transport system ATP-binding protein
  HOLGGCEK_01682      K17240  489.33   73.3   1.5e-21 inositol-phosphate transport system ATP-binding protein
  HOLGGCEK_01682      K23060  409.47   72.9     2e-21 arginine/lysine/histidine transport system ATP-binding protein [EC:7.4.2.1]
  HOLGGCEK_01682      K11957  373.70   72.5   2.3e-21 neutral amino acid transport system ATP-binding protein
  HOLGGCEK_01682      K10820  639.67   72.5   2.2e-21 galactofuranose transport system ATP-binding protein [EC:7.5.2.9]
  HOLGGCEK_01682      K10441  709.70   72.5   2.1e-21 ribose transport system ATP-binding protein [EC:7.5.2.7]
  HOLGGCEK_01682      K02028  376.20   72.0   3.7e-21 polar amino acid transport system ATP-binding protein [EC:7.4.2.1]
  HOLGGCEK_01682      K00400  550.73   71.7   4.2e-21 methyl coenzyme M reductase system, component A2
  HOLGGCEK_01682      K06148  581.00   71.4   5.2e-21 ATP-binding cassette, subfamily C, bacterial
  HOLGGCEK_01682      K16202  569.93   70.8   8.2e-21 dipeptide transport system ATP-binding protein
  HOLGGCEK_01682      K20459  368.60   70.8   1.2e-20 lantibiotic transport system ATP-binding protein
  HOLGGCEK_01682      K05776  298.33   70.8   8.8e-21 molybdate transport system ATP-binding protein
  HOLGGCEK_01682      K16012  452.43   70.2   1.2e-20 ATP-binding cassette, subfamily C, bacterial CydC
  HOLGGCEK_01682      K16963  393.27   70.2   1.4e-20 putative S-methylcysteine transport system ATP-binding protein
  HOLGGCEK_01682      K02193  194.90   69.9   2.3e-20 heme exporter protein A [EC:7.6.2.5]
  HOLGGCEK_01682      K09695  345.43   69.9   1.9e-20 lipooligosaccharide transport system ATP-binding protein
  HOLGGCEK_01682      K10831  339.77   69.5   2.6e-20 taurine transport system ATP-binding protein [EC:7.6.2.7]
  HOLGGCEK_01682      K02045  443.83   69.1   3.3e-20 sulfate/thiosulfate transport system ATP-binding protein [EC:7.3.2.3]
  HOLGGCEK_01682      K13926  850.70   69.1   1.6e-20 ribosome-dependent ATPase
  HOLGGCEK_01682      K02034  266.17   68.7     4e-20 peptide/nickel transport system permease protein
  HOLGGCEK_01682      K11963  283.10   68.7   3.6e-20 urea transport system ATP-binding protein
  HOLGGCEK_01682      K09814  291.60   68.7   3.7e-20 hemin transport system ATP-binding protein [EC:7.6.2.-]
  HOLGGCEK_01682      K05781  277.20   68.5   4.8e-20 putative phosphonate transport system ATP-binding protein
  HOLGGCEK_01682      K21397  381.93   68.5   3.4e-20 ABC transport system ATP-binding/permease protein
  HOLGGCEK_01682      K11084  428.67   67.2   9.8e-20 2-aminoethylphosphonate transport system ATP-binding protein
  HOLGGCEK_01682      K12541  666.57   67.1   6.7e-20 ATP-binding cassette, subfamily C, bacterial LapB
  HOLGGCEK_01682      K10010  381.80   66.9   1.4e-19 L-cystine transport system ATP-binding protein [EC:7.4.2.1]
  HOLGGCEK_01682      K12372  454.97   66.9   1.7e-19 dipeptide transport system ATP-binding protein
  HOLGGCEK_01682      K05780  229.80   66.5   1.9e-19 alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL [EC:2.7.8.37]
  HOLGGCEK_01682      K15600  258.30   66.2   2.4e-19 putative hydroxymethylpyrimidine transport system ATP-binding protein
  HOLGGCEK_01682      K17076  375.67   66.1   2.4e-19 putative lysine transport system ATP-binding protein
  HOLGGCEK_01682      K10041  406.50   65.9   2.6e-19 aspartate/glutamate/glutamine transport system ATP-binding protein [EC:7.4.2.1]
  HOLGGCEK_01682      K16960  398.73   65.8     3e-19 L-cystine transport system ATP-binding protein [EC:7.4.2.1]
  HOLGGCEK_01682      K11635  382.43   65.8   3.1e-19 putative ABC transport system ATP-binding protein
  HOLGGCEK_01682      K10822  138.23   65.4   4.6e-19 nonpolar-amino-acid-transporting ATPase [EC:7.4.2.2]
  HOLGGCEK_01682      K11080  507.77   65.4   3.9e-19 mannopine transport system ATP-binding protein
  HOLGGCEK_01682      K10111  532.93   65.4   4.1e-19 multiple sugar transport system ATP-binding protein [EC:7.5.2.-]
  HOLGGCEK_01682      K20344  769.87   64.6   4.1e-19 ATP-binding cassette, subfamily C, bacteriocin exporter
  HOLGGCEK_01682      K02018  245.83   64.6   6.8e-19 molybdate transport system permease protein
  HOLGGCEK_01682      K19309  421.43   64.5     9e-19 bacitracin transport system ATP-binding protein
  HOLGGCEK_01682      K11050  352.17   64.3   9.1e-19 multidrug/hemolysin transport system ATP-binding protein
  HOLGGCEK_01682      K24712 1113.77   64.3   4.9e-19 D-galactose transport system ATP-binding protein [EC:7.5.2.11]
  HOLGGCEK_01682      K20490  294.70   63.9   1.2e-18 lantibiotic transport system ATP-binding protein
  HOLGGCEK_01682      K16920  345.40   63.7   1.5e-18 acetoin utilization transport system ATP-binding protein
  HOLGGCEK_01682      K05779  229.87   63.7   1.3e-18 putative thiamine transport system ATP-binding protein
  HOLGGCEK_01682      K09812  292.07   63.0   2.9e-18 cell division transport system ATP-binding protein
  HOLGGCEK_01682      K10000  348.87   62.0   4.9e-18 arginine transport system ATP-binding protein [EC:7.4.2.1]
  HOLGGCEK_01682      K02036  255.50   61.9   5.2e-18 phosphate transport system ATP-binding protein [EC:7.3.2.1]
  HOLGGCEK_01682      K10562  701.97   61.6   3.9e-18 rhamnose transport system ATP-binding protein [EC:7.5.2.-]
  HOLGGCEK_01682      K10017  469.17   61.4   6.5e-18 histidine transport system ATP-binding protein [EC:7.4.2.1]
  HOLGGCEK_01682      K23537  585.10   61.3   4.9e-18 general nucleoside transport system ATP-binding protein
  HOLGGCEK_01682      K09972  441.03   60.7   9.5e-18 general L-amino acid transport system ATP-binding protein [EC:7.4.2.1]
  HOLGGCEK_01682      K05816  518.60   58.8   4.5e-17 sn-glycerol 3-phosphate transport system ATP-binding protein [EC:7.6.2.10]
  HOLGGCEK_01682      K24846  517.97   57.7     6e-17 ATP-binding cassette, subfamily B, bacterial PglK [EC:7.5.2.-]
  HOLGGCEK_01682      K05685  537.13   57.5   7.4e-17 macrolide transport system ATP-binding/permease protein [EC:7.6.2.-]
  HOLGGCEK_01682      K19230  330.53   57.2   1.3e-16 cationic peptide transport system ATP-binding protein
  HOLGGCEK_01682      K17063  443.53   57.0   1.7e-16 arginine/lysine/histidine/glutamine transport system ATP-binding protein [EC:7.4.2.1]
  HOLGGCEK_01682      K06158  580.93   57.0   1.1e-16 ATP-binding cassette, subfamily F, member 3
  HOLGGCEK_01682      K10554  390.77   56.9   1.9e-16 fructose transport system ATP-binding protein
  HOLGGCEK_01682      K23058  443.10   56.4   2.2e-16 putative lysine/arginine/ornithine/histidine/octopine transport system ATP-binding protein [EC:7.4.2.1]
  HOLGGCEK_01682      K10004  408.20   56.0     3e-16 glutamate/aspartate transport system ATP-binding protein [EC:7.4.2.1]
  HOLGGCEK_01682      K16921  284.73   55.9   3.1e-16 acetoin utilization transport system ATP-binding protein
  HOLGGCEK_01682      K17324  369.60   54.9   5.4e-16 glycerol transport system ATP-binding protein
  HOLGGCEK_01682      K10025  455.37   54.8   6.9e-16 arginine/ornithine transport system ATP-binding protein [EC:7.4.2.1]
  HOLGGCEK_01682      K10021  430.80   54.8   6.1e-16 octopine/nopaline transport system ATP-binding protein [EC:7.4.2.1]
  HOLGGCEK_01682      K02000  399.53   53.9   1.5e-15 glycine betaine/proline transport system ATP-binding protein [EC:7.6.2.9]
  HOLGGCEK_01682      K17204  627.63   53.6   9.4e-16 erythritol transport system ATP-binding protein
  HOLGGCEK_01682      K14698  616.33   53.5   1.2e-15 ATP-binding cassette, subfamily B, bacterial IrtA/YbtP [EC:7.-.-.-]
  HOLGGCEK_01682      K23064  411.13   53.4   1.7e-15 hydroxyproline transport system ATP-binding protein [EC:7.4.2.1]
